rank,time,athlete,club,category,distance,competition_date,competition_type,competition_name,location,ligue,department,type,level
4,10'34'',REVOL Celia,S/l Ca Veynes,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
5,10'40'',CARTON Eglantine,Gap Hautes Alpes Athletisme*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,10'59'',MARCIEN Juliette,Gap Hautes Alpes Athletisme*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
7,11'26'',PROUTEAU HOFFMANN Mathilde,Gap Hautes Alpes Athletisme*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
8,11'43'',BASTIEN Victoria,Sco Ste-marguerite Marseille*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
9,12'07'',MARCIEN Anouk,Gap Hautes Alpes Athletisme*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
10,12'28'',BOULET CHATELAIN Filipine,S/l Trail Running Athletique C,BEF/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
11,12'34'',HOLGADO Lola,Penitents En Durance*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,16'04'',PATTYN Erin,Triathlon,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
12,16'47'',HATHROUBI Mellina,Penitents En Durance*,BEF/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,32pt,,No Club,,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,54pt,,No Club,,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,11'50'',PETIT Gaspard,Gap Hautes Alpes Athletisme*,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,11'51'',DACHER Lony,Gap Hautes Alpes Athletisme*,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
3,11'51'',NAHAL Loris,Ep Manosque Athletisme,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
4,12'12'',MARCELIS Tristan,S/l Embrun,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
5,12'16'',PAYOT Lubin,S/l Ca Veynes,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,12'29'',BADALYAN Andranik,S/l Ca Veynes,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
7,12'41'',LANTELME Mila,Ac Digne,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
8,12'45'',GAILLARD Joshua,S/l Ca Veynes,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
9,13'11'',ROY Mathieu,Gap Hautes Alpes Athletisme*,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
10,13'12'',FOURTEAU Anna,Ac Digne,CAF/08,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
11,13'14'',ICART Josephine,S/l Serre-chevalier Briancon A,CAF/08,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
12,13'39'',LUGARDON Lucie,Ep Manosque Athletisme,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
13,13'49'',PRIMERANO Nohan,S/l Ca Veynes,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
14,14'13'',TURIN Elise,S/l Serre-chevalier Briancon A,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
15,14'48'',TOUSSAINT Semmy,S/l Ca Veynes,MIM/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
16,14'48'',BOSSARD Myrtille,S/l Embrun,CAF/08,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
17,14'57'',KELTOUMI Salya,Ac Digne,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
18,15'52'',SAULNIER Isaac,S/l Ca Veynes,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
19,16'34'',MAFFREN Chloe,Ep Manosque Athletisme,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
20,17'04'',BALOGOU Lorna,Ep Manosque Athletisme,CAF/07,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
21,17'34'',BRUN LECOEUCHE Lena,Sco Ste-marguerite Marseille*,CAF/08,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
22,18'04'',LAVOINE LASSOUTANIE Louise,S/l Embrun,CAF/08,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
23,25'57'',BOUDJAHFA Mohamed,S/l Athle Trail En Argentieroi,MIM/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,8'36'',COUTURIER Tom,Gap Hautes Alpes Athletisme*,BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,8'39'',GAUDY Romane,S/l Ca Veynes,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
3,8'44'',COUTURIER Soren,Gap Hautes Alpes Athletisme*,BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,8'47'',AYASSE Mailie,Triathlon,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,9'27'',GARNIER Antoine,Non Licencie(e),BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,9'30'',GALLEGOS Ana,Gap Hautes Alpes Athletisme*,MIF/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
7,9'34'',BONNET GRUEL Clement,Sco Ste-marguerite Marseille*,BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
8,9'34'',EYME Martin,S/l Embrun,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
9,10'11'',DENIS Emilio,Gap Hautes Alpes Athletisme*,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
10,10'11'',MARTIN Marie,Gap Hautes Alpes Athletisme*,MIF/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
11,10'20'',FOURNIER Lucas,Gap Hautes Alpes Athletisme*,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
12,10'31'',INGRAND Evann,Gap Hautes Alpes Athletisme*,BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
13,10'31'',ISOARD Hugo,Gap Hautes Alpes Athletisme*,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
14,10'37'',DUGOUL Quentin,Sco Ste-marguerite Marseille*,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,10'40'',BOULET CHATELAIN Filomene,Triathlon,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
16,10'41'',LAUDE Mael,S/l Embrun,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
17,10'51'',DEAMBRI Leon,Ac Digne,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
18,11'03'',GUYON Nolan,Ac Digne,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
19,11'04'',VERSCHEURE Raphael,Athletisme Durance Luberon Ver,BEM/11,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
20,11'12'',STERGOU Emilie,Sco Ste-marguerite Marseille*,MIF/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
21,11'47'',MILLON Manon,Gap Hautes Alpes Athletisme*,MIF/09,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
22,11'59'',GUGLIOTTA Maeva,S/l Ca Veynes,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
23,12'00'',LAVOINE LASSOUTANIE Marceau,S/l Embrun,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
24,12'19'',BRONDY Alyssa,S/l Athle Trail En Argentieroi,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
25,12'20'',ROZ Leila,S/l Athle Trail En Argentieroi,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
26,13'38'',ORS BOUGIS Diego,Ac Digne,BEM/12,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
27,14'03'',GOLTRANT Clara,S/l Ca Veynes,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
28,14'57'',HOCQUET Jade,Gap Hautes Alpes Athletisme*,MIF/10,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,24'55'',CLEMENT Nelie,Gap Hautes Alpes Athletisme*,ESF/03,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,25'53'',ANDRIEUX Anne-Claire,S/l Serre-chevalier Briancon A,M0F/87,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
3,26'07'',JAULIN Marie,Gap Hautes Alpes Athletisme*,SEF/91,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
4,26'19'',MIGIEU Emilie,S/l Serre-chevalier Briancon A,M1F/80,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
5,26'41'',PICAUD Virginie,S/l Trail Running Athletique C,M2F/78,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,27'25'',HUEBER Diane,Ac Digne,SEF/90,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
7,30'05'',BADALYAN Milena,S/l Ca Veynes,ESF/04,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
8,30'22'',BADALYAN Elena,S/l Ca Veynes,ESF/04,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
9,31'20'',OURDOUILLIE Emma,Athletisme Club Flines-lez-rac,SEF/01,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
10,37'11'',DAVID Agnes,Penitents En Durance*,M6F/58,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,30'40'',FINE Sebastien,S/l Serre-chevalier Briancon A,SEM/97,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,31'01'',BLANC Jerome,Gap Hautes Alpes Athletisme*,M1M/82,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
3,31'41'',BERTHOU Achille,S/l  Guil Trail Club,SEM/99,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
4,31'54'',DELARIS Julien,Penitents En Durance*,SEM/99,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
5,32'01'',ESMIOL Vincent,S/l Trail Running Athletique C,SEM/96,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,32'23'',BELLANGER Judicael,S/l Trail Running Athletique C,SEM/91,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
7,32'28'',GOUFFON Valentin,Penitents En Durance*,SEM/96,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
8,32'44'',BERTHOU Martin,Entente Des Mauges*,SEM/01,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
9,33'07'',BERGERET Matis,Ep Manosque Athletisme,SEM/98,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
10,33'15'',BOUDIN Rodolphe,Gap Hautes Alpes Athletisme*,ESM/04,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
11,33'23'',SCHIAVO Emilien,S/l Trail Running Athletique C,M0M/87,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
12,33'31'',PASCAL Valentin,Team Provence Endurance,SEM/90,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
13,33'43'',DJEDJIG Rafik,Penitents En Durance*,M1M/81,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
14,34'00'',CHANRON Valentin,Team Provence Endurance,ESM/03,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
15,34'13'',HUON Maxans,Penitents En Durance*,SEM/00,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
16,34'13'',GUEDON Gabin,S/l Embrun,SEM/96,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
17,34'52'',LASSALE Jerome,Team Provence Endurance,M2M/77,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
18,35'07'',RANCON Maxime,S/l Athle Trail En Argentieroi,M1M/82,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
19,35'16'',MICHEL Paul,Penitents En Durance*,M0M/89,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
20,35'42'',RIVORY Maxime,S/l Trail Running Athletique C,SEM/95,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
21,36'14'',CLEMENT Remi,S/l Trail Running Athletique C,M1M/83,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
21,36'14'',VAUDREVILLE Laurent,Sco Ste-marguerite Marseille*,M3M/72,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,36'31'',CAIELLI Silvio,Non Licencie(e),M4M/69,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,37'07'',ROUY Clement,Non Licencie(e),SEM/93,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,37'11'',CHARLES Biran,Non Licencie(e),SEM/93,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
26,37'30'',DELMI-DEYIRMENDJIAN Nicolas,Team Provence Endurance,SEM/94,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
27,37'30'',FRANCOIS Julien,S/l Embrun,SEM/95,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
28,37'48'',THUNIN Nicolas,S/l Trail Running Athletique C,M0M/89,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
29,37'52'',HAAS Florent,Team Provence Endurance,SEM/92,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
30,37'58'',RAIROLLE Arthur,S/l Embrun,ESM/04,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
31,38'03'',GARNIER Serge,Coureurs Du Monde En Isere*,M4M/66,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
32,38'11'',JUSSIAUME Michael,Ac Digne,M3M/72,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
33,38'23'',MAUMUS Remy,Team Provence Endurance,M1M/80,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
34,39'24'',COIC Alain,Ep Manosque Athletisme,M2M/77,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
35,39'28'',MOTTE Cyrille,Ep Manosque Athletisme,M1M/80,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
36,40'01'',DOUVILLEZ Cedric,Team Provence Endurance,M2M/78,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
37,41'02'',GARDAN Nicolas,S/l Trail Running Athletique C,M2M/76,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
38,43'58'',AUBERT Jean-Michel,S/l Trail Running Athletique C,M5M/64,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
HC,47'53'',RAMARLAH Michel,Non Licencie(e),M5M/62,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
1,21'50'',PAROLA Robin,Gap Hautes Alpes Athletisme*,JUM/05,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
2,22'03'',GIMENEZ Thomas,S/l Embrun,JUM/06,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
3,22'49'',LONG Pierre,Gap Hautes Alpes Athletisme*,JUM/05,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
4,23'56'',CHAUVET Tom,Gap Hautes Alpes Athletisme*,JUM/05,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
5,25'31'',LE TONQUEZE Loris,Ep Manosque Athletisme,JUM/06,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
6,26'16'',LASNIER Jasmin,S/l Serre-chevalier Briancon A,JUM/06,4852,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
