rank,time,athlete,club,category,competition_date,competition_type,competition_name,location,ligue,department,type,level,distance
,,,,,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
"Résultats Équipes | course 4 BEM MIF - BE M -   |  Résultats détaillés Cross adapté par équipe   1S/L ST MAX ESSEY CLUB ATHLETIC32pt 2 (327), 6 (326), 9 (340), 15 (314)  2C.O.S. VILLERS ATHLETISME47pt 7 (16), 8 (35), 12 (36), 20 (45)  3DOMBASLE ATHLETISME56pt 4 (119), 5 (116), 17 (139), 30 (129)  4US TOUL ATHLETISME83pt 10 (403), 13 (412), 16 (420), 44 (425)  5S/L VANDOEUVRE ATHLETISME91pt 3 (364), 14 (377), 36 (362), 38 (365)  6S/L ASPTT BAR-LE-DUC128pt 24 (211), 31 (207), 32 (209), 41 (218)  Résultats Équipes | kid's cross EA - EA  |  Résultats détaillés Cross adapté par équipe   1S/L ST MAX ESSEY CLUB ATHLETIC45pts 1 (89), 1 (75), 1 (77), 1 (80), 1 (81), 1 (83)  2C.O.S. VILLERS ATHLETISME114pts 1 (11), 1 (17), 1 (15), 1 (19), 1 (18), 1 (10)  3DOMBASLE ATHLETISME164pts 1 (9), 1 (3), 1 (1), 1 (5), 1 (6), 1 (7)  4S/L VANDOEUVRE ATHLETISME183pts 1 (106), 1 (103), 1 (102), 1 (107), 1 (101), 1 (100)  5S/L LAXOU ATHLETISME210pts 1 (69), 1 (48), 1 (49), 1 (55), 1 (51), 1 (58)  6PAYS HAUT A REUNI278pts 1 (25), 1 (35), 1 (26), 1 (29), 1 (36), 1 (38)  7US TOUL ATHLETISME343pts 1 (112), 1 (114), 1 (113), 1 (115), 1 (111), 1 (116)",1,32pt,2,56pt,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,ACHAIBOU Lina,Pays Haut A Reuni,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,ARNOLD Leana,S/l St Max Essey Club Athletic,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BARDOT William,Dombasle Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BATT Valentin,Pont A Mousson Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BELABBES Dania,Us Toul Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BENREDOUANE Noham,Pays Haut A Reuni,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BIEWERS Bastien,S/l St Max Essey Club Athletic,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BISSENGUE Essia Cordelia,S/l Laxou Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BLATTNER Faustine,S/l Laxou Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOROT Katalia,Us Toul Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOUCHE Rose,Pays Haut A Reuni,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOUNEMCHA Ramzi,Pays Haut A Reuni,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOURGEOIS Oscar,S/l Al Neuves Maison,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOURGON Timothe,Luneville Ac,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOUROUKBA Naoufel,S/l Nancy Athletisme Club,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOUSSERRA Said,Pays Haut A Reuni,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOUZAD Zachary,Pays Haut A Reuni,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BOYARD Leonie,S/l Laxou Athletisme,EAF/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BREGERAS-CAEL Arthur,C.o.s. Villers Athletisme,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,BRISSON Louis,Pont A Mousson Athletisme,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,CANTE Margot,Us Toul Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,COLIN TISSIER Tim,C.o.s. Villers Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,CORVELER Leon,S/l St Max Essey Club Athletic,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,CURE Coline,S/l St Max Essey Club Athletic,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,DAILLY Castille,C.o.s. Villers Athletisme,EAF/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,DI SILVESTRO Jules,S/l Laxou Athletisme,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,DUBOIS Noa,Dombasle Athletisme,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,DULOT Charlotte,Dombasle Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,EL MADIANI Nourene,S/l Vandoeuvre Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,EL MADIANI Safa,S/l Vandoeuvre Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,EL MADIANI Tesnim,S/l Vandoeuvre Athletisme,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,ERRIN Achille,S/l St Max Essey Club Athletic,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,ESIN Nicolas,S/l Laxou Athletisme,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FAQUET Lilwenn,S/l Laxou Athletisme,EAF/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FERNANDES Louise,S/l St Max Essey Club Athletic,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FERREIRA DA COSTA Chloe,Pays Haut A Reuni,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FOUQUET Telio,S/l Al Neuves Maison,EAM/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FOURNERIE Elena,Pays Haut A Reuni,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,FOURNIER Rose,C.o.s. Villers Athletisme,EAF/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GENESTRE Clement,Us Toul Athletisme,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GENOIS Constance,S/l Vandoeuvre Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GERARD Gauthier,S/l Laxou Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GERBAULET Antoine,C.o.s. Villers Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GRELOT Chloe,S/l St Max Essey Club Athletic,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,GROSDEMANGE Leandre,S/l Al Neuves Maison,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,HECHON Emy,Us Toul Athletisme,EAF/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,HUMBERT Theo,Dombasle Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,HUSSON WEISSE Matthew,S/l St Max Essey Club Athletic,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,JAUTZY Anatole,Us Toul Athletisme,EAM/17,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,JODIN Sybille,S/l Laxou Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,KOLMANN Salome,S/l Vandoeuvre Athletisme,EAF/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,LANG Robin,Dombasle Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,LAPEYRE Aaron,C.o.s. Villers Athletisme,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,LAURENT Gabriel,S/l St Max Essey Club Athletic,EAM/15,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,LAURENT Tess,S/l St Max Essey Club Athletic,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
-,-,LEGRAND Eloa,Luneville Ac,EAF/16,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54,,Dép,1260
